GUID,Cell Reference,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans
2B650442,'[IFRS+ Financials.xlsx]Directors'!$D$150,"During the current financial year X shares were converted into ordinary shares, on a (one for one) basis at an average of RX per share.","'=""During the current financial ""&Period_Year&"" X shares were converted into ordinary shares, on a (one for one) basis at an average of ""&CurrencySymbolRoundingBrackets&""X per share.""",,
BD1AA970,'[IFRS+ Financials.xlsx]Directors'!$D$152,"As a result of the above issues and conversions, share premium of RX was raised.","'=""As a result of the above issues and conversions, share premium of ""&CurrencySymbolRoundingBrackets&""X was raised.""",,
AEC303DD,'[IFRS+ Financials.xlsx]Directors'!$D$154,"The shares were subscribed for by utilising the convertible instruments which was issued in the prior financial. These instruments amounted to RX, the balance at year end amounted to RX.","'=""The shares were subscribed for by utilising the convertible instruments which was issued in the prior financial. These instruments amounted to ""&CurrencySymbolRoundingBrackets&""X, the balance at ""&Period_Year&"" end amounted to ""&CurrencySymbolRoundingBrackets&""X.""",,
FDF8A53C,'[IFRS+ Financials.xlsx]Directors'!$D$156,"During the year under review, the company issued 100 ordinary shares at R X per share.","'=""During the ""&Period_Year&"" under review, the ""&EntityDescriptionCase&"" issued 100 ordinary shares at R X per share.""",,
6FA67071,'[IFRS+ Financials.xlsx]Directors'!$D$158,Borrowing limitations,,,
B122FF3E,'[IFRS+ Financials.xlsx]Directors'!$D$160,"In terms of the Memorandum of Incorporation of the company, the director may exercise all the powers of the company to borrow money, as they consider appropriate.","'=""In terms of the Memorandum of Incorporation of the ""&EntityDescriptionCase&"", the ""&LOWER(Director_board)&"" may exercise all the powers of the ""&EntityDescriptionCase&"" to borrow money, as ""&DGender_they&DGender_consider_s&"" appropriate.""",,
7B41D1CB,'[IFRS+ Financials.xlsx]Directors'!$D$162,Dividend,'=DistributionNaming,,
EF019D24,'[IFRS+ Financials.xlsx]Directors'!$D$164,No dividend was declared or paid to the shareholder during the current or prior year.,"'=""No ""&LOWER(DistributionNaming)&"" ""&IF(RIGHT(DistributionNaming,1)=""s"",""were"",""was"")&"" ""&IF(EntityType=""Trust"",""awarded to "",""declared or paid to "")&""the ""&LOWER(Owner)&"" during the current or prior ""&Period_Year&"".""",,
9B079100,'[IFRS+ Financials.xlsx]Directors'!$D$166,A dividend of R0 was declared and paid to the shareholder during the year (2024 - R0).,"'=IF(RIGHT(DistributionNaming,1)=""s"",DistributionNaming,""A ""&LOWER(DistributionNaming))&"" of ""&CurrencySymbolRoundingBrackets&TEXT(SUMIF(TBLink,""d.???.???"",Final),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" ""&IF(RIGHT(DistributionNaming,1)=""s"",""were"",""was"")&"" declared and paid to ""&""the ""&LOWER(Owner)&"" during the ""&Period_Year&"" (""&Prior1YearEndDate_Calc3&"" - ""&CurrencySymbolRoundingBrackets&TEXT(SUMIF(TBLink,""d.???.???"",Prior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"").""",,
D95BB4AC,'[IFRS+ Financials.xlsx]Directors'!$D$168,A dividend payable of RX was still due to the shareholder at the end of the year (2024 - RX).,"'=IF(RIGHT(DistributionNaming,1)=""s"",DistributionNaming,""A ""&LOWER(DistributionNaming))&"" payable of ""&CurrencySymbolRoundingBrackets&""X ""&IF(RIGHT(DistributionNaming,1)=""s"",""were"",""was"")&"" still due to ""&""the ""&LOWER(Owner)&"" at the end of the ""&Period_Year&"" (""&Prior1YearEndDate_Calc3&"" - ""&CurrencySymbolRoundingBrackets&""X).""",,
D67C3634,'[IFRS+ Financials.xlsx]Directors'!$D$170,Dividend of R0 (2024: R0) was paid to the shareholder.,"'=DistributionNaming&"" of ""&CurrencySymbolRoundingBrackets&""""&TEXT(SUMIF(TBLink,""d.0??.???"",Final),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" (""&Prior1YearEndDate_Calc3&"": ""&CurrencySymbolRoundingBrackets&""""&TEXT(SUMIF(TBLink,""d.0??.???"",Prior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"") ""&IF(RIGHT(DistributionNaming,1)=""s"",""were"",""was"")&"" paid to ""&""the ""&LOWER(Owner)&"".""",,
1FF631DB,'[IFRS+ Financials.xlsx]Directors'!$D$172,"Provide details of any amount set aside or proposed to be set aside to, or withdrawn or proposed to be withdrawn from, reserves,",,,
6D69E84A,'[IFRS+ Financials.xlsx]Directors'!$D$174,"Disclose the fair value of any non-cash assets that have been distributed to its owners during the reporting period, except when the non-cash assets are ultimately controlled by the same parties both before and after the distribution.",,,
1AAEB102,'[IFRS+ Financials.xlsx]Directors'!$D$176,Director,'=Director_board,,
2E1CA3E6,'[IFRS+ Financials.xlsx]Directors'!$D$178,The director of the company during the year and up to the date of this report is as follows:,"'=""The ""&LOWER(Director_board)&"" of the ""&EntityDescriptionCase&"" during the ""&Period_Year&"" and up to the date of this report""&Director_is_are&"" as follows:""",,
C3EFED32,'[IFRS+ Financials.xlsx]Directors'!$D$179,,"'=IF(Director1<>"""", ((Director1)), """")&IF(VALUE(Director1DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director1DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director1DateResigned>0,""  (Resigned ""&TEXT(Director1DateResigned,""d mmmm yyyy"")&"")"","""")",,
E5A8E1C0,'[IFRS+ Financials.xlsx]Directors'!$D$180,,"'=IF(Director2<>"""", ((Director2)), """")&IF(VALUE(Director2DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director2DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director2DateResigned>0,""  (Resigned ""&TEXT(Director2DateResigned,""d mmmm yyyy"")&"")"","""")",,
D6A6ED0F,'[IFRS+ Financials.xlsx]Directors'!$D$181,,"'=IF(Director3<>"""", ((Director3)), """")&IF(VALUE(Director3DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director3DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director3DateResigned>0,""  (Resigned ""&TEXT(Director3DateResigned,""d mmmm yyyy"")&"")"","""")",,
ACD1BEBC,'[IFRS+ Financials.xlsx]Directors'!$D$182,,"'=IF(Director4<>"""", ((Director4)), """")&IF(VALUE(Director4DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director4DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director4DateResigned>0,""  (Resigned ""&TEXT(Director4DateResigned,""d mmmm yyyy"")&"")"","""")",,
C95F586A,'[IFRS+ Financials.xlsx]Directors'!$D$183,,"'=IF(Director5<>"""", ((Director5)), """")&IF(VALUE(Director5DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director5DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director5DateResigned>0,""  (Resigned ""&TEXT(Director5DateResigned,""d mmmm yyyy"")&"")"","""")",,
B5D04119,'[IFRS+ Financials.xlsx]Directors'!$D$184,,"'=IF(Director6<>"""", ((Director6)), """")&IF(VALUE(Director6DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director6DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director6DateResigned>0,""  (Resigned ""&TEXT(Director6DateResigned,""d mmmm yyyy"")&"")"","""")",,
3BE5D733,'[IFRS+ Financials.xlsx]Directors'!$D$185,,"'=IF(Director7<>"""", ((Director7)), """")&IF(VALUE(Director7DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director7DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director7DateResigned>0,""  (Resigned ""&TEXT(Director7DateResigned,""d mmmm yyyy"")&"")"","""")",,
F2508714,'[IFRS+ Financials.xlsx]Directors'!$D$186,,"'=IF(Director8<>"""", ((Director8)), """")&IF(VALUE(Director8DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director8DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director8DateResigned>0,""  (Resigned ""&TEXT(Director8DateResigned,""d mmmm yyyy"")&"")"","""")",,
8DE6567D,'[IFRS+ Financials.xlsx]Directors'!$D$187,,"'=IF(Director9<>"""", ((Director9)), """")&IF(VALUE(Director9DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director9DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director9DateResigned>0,""  (Resigned ""&TEXT(Director9DateResigned,""d mmmm yyyy"")&"")"","""")",,
8B9BB276,'[IFRS+ Financials.xlsx]Directors'!$D$188,,"'=IF(Director10<>"""", ((Director10)), """")&IF(VALUE(Director10DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director10DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director10DateResigned>0,""  (Resigned ""&TEXT(Director10DateResigned,""d mmmm yyyy"")&"")"","""")",,
CB18CC6F,'[IFRS+ Financials.xlsx]Directors'!$D$189,,"'=IF(Director11<>"""", ((Director11)), """")&IF(VALUE(Director11DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director11DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director11DateResigned>0,""  (Resigned ""&TEXT(Director11DateResigned,""d mmmm yyyy"")&"")"","""")",,
BA610FBC,'[IFRS+ Financials.xlsx]Directors'!$D$190,,"'=IF(Director12<>"""", ((Director12)), """")&IF(VALUE(Director12DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director12DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director12DateResigned>0,""  (Resigned ""&TEXT(Director12DateResigned,""d mmmm yyyy"")&"")"","""")",,
D61F6FA0,'[IFRS+ Financials.xlsx]Directors'!$D$191,,"'=IF(Director13<>"""", ((Director13)), """")&IF(VALUE(Director13DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director13DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director13DateResigned>0,""  (Resigned ""&TEXT(Director13DateResigned,""d mmmm yyyy"")&"")"","""")",,
E6414C22,'[IFRS+ Financials.xlsx]Directors'!$D$192,,"'=IF(Director14<>"""", ((Director14)), """")&IF(VALUE(Director14DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director14DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director14DateResigned>0,""  (Resigned ""&TEXT(Director14DateResigned,""d mmmm yyyy"")&"")"","""")",,
C6C78495,'[IFRS+ Financials.xlsx]Directors'!$D$193,,"'=IF(Director15<>"""", ((Director15)), """")&IF(VALUE(Director15DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director15DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director15DateResigned>0,""  (Resigned ""&TEXT(Director15DateResigned,""d mmmm yyyy"")&"")"","""")",,
FF9C0A82,'[IFRS+ Financials.xlsx]Directors'!$D$194,,"'=IF(Director16<>"""", ((Director16)), """")&IF(VALUE(Director16DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director16DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director16DateResigned>0,""  (Resigned ""&TEXT(Director16DateResigned,""d mmmm yyyy"")&"")"","""")",,
DB0B4B8F,'[IFRS+ Financials.xlsx]Directors'!$D$195,,"'=IF(Director17<>"""", ((Director17)), """")&IF(VALUE(Director17DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director17DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director17DateResigned>0,""  (Resigned ""&TEXT(Director17DateResigned,""d mmmm yyyy"")&"")"","""")",,
C892DAC0,'[IFRS+ Financials.xlsx]Directors'!$D$196,,"'=IF(Director18<>"""", ((Director18)), """")&IF(VALUE(Director18DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director18DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director18DateResigned>0,""  (Resigned ""&TEXT(Director18DateResigned,""d mmmm yyyy"")&"")"","""")",,
5E2E9CF9,'[IFRS+ Financials.xlsx]Directors'!$D$197,,"'=IF(Director19<>"""", ((Director19)), """")&IF(VALUE(Director19DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director19DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director19DateResigned>0,""  (Resigned ""&TEXT(Director19DateResigned,""d mmmm yyyy"")&"")"","""")",,
F783E37B,'[IFRS+ Financials.xlsx]Directors'!$D$198,,"'=IF(Director20<>"""", ((Director20)), """")&IF(VALUE(Director20DateAppointed)>VALUE(PriorYearEndDate),""  (Appointed ""&TEXT(Director20DateAppointed,""d mmmm yyyy"")&"")"","""")&IF(Director20DateResigned>0,""  (Resigned ""&TEXT(Director20DateResigned,""d mmmm yyyy"")&"")"","""")",,
D34150A7,'[IFRS+ Financials.xlsx]Directors'!$D$200,Social and ethics committee,,,
7E3436B8,'[IFRS+ Financials.xlsx]Directors'!$D$202,"In line with the requirements of the Companies Act of South Africa, IFRS+AFRIKAANS has appointed a social and ethics committee who have presented their report at the Annual General Meeting. The members of the committee are:","'=""In line with the requirements of the Companies Act of South Africa, ""&CompanyName&"" has appointed a social and ethics committee who have ""&""presented their report at the Annual General Meeting. The members of the committee are:""",,
5FCD59F8,'[IFRS+ Financials.xlsx]Directors'!$D$204,Name,,,
4FB1842A,'[IFRS+ Financials.xlsx]Directors'!$D$212,Secretary,,,
4CC41588,'[IFRS+ Financials.xlsx]Directors'!$D$214,No secretary has been formally appointed during the current financial year.,"'=IF(Secretaries="""",""No secretary has been formally appointed during the current financial ""&Period_Year&""."",""The ""&GroupEntityCaseAp&"" designated secretary is ""& Secretaries &""."")",,
A59F65DE,'[IFRS+ Financials.xlsx]Directors'!$D$216,Details of the company secretary is as follows:,,,
A1D9579D,'[IFRS+ Financials.xlsx]Directors'!$D$218,Name and surname:,,,
A64EC65E,'[IFRS+ Financials.xlsx]Directors'!$D$219,Secretary's business address:,,,
DABD885E,'[IFRS+ Financials.xlsx]Directors'!$D$224,Secretary's postal address:,,,
A1A4753B,'[IFRS+ Financials.xlsx]Directors'!$D$230,Changes to the company secretary during the financial period:,,,
2B125374,'[IFRS+ Financials.xlsx]Directors'!$D$236,Shareholder,'=Owner,,
1AF00DAA,'[IFRS+ Financials.xlsx]Directors'!$D$238,There have been no changes in ownership during the current financial year.,"'=""There have been no changes in ownership during the current financial ""&Period_Year&"".""",,
D0A05DD1,'[IFRS+ Financials.xlsx]Directors'!$D$240,The shareholder and its interest at the end of the year is:,"'=IF(OR(EntityType=""Trust"",EntityType=""Sole Proprietor""),""The ""&IF(ShareHolder2<>"""",LOWER(OwnerDescriptionPlural),LOWER(OwnerDescriptionSingular))&"" of the ""&EntityDescriptionCase&"" during the ""&IF(AccountingPeriod<>12,AccountingPeriod&""month period"",""year"")&"" and up to the date of this report ""&IF(ShareHolder2<>"""",""are"",""is"")&"" as follows:"",""The ""&IF(ShareHolder2<>"""", LOWER(OwnerDescriptionPlural)&"" and their interests at the end of the ""&IF(AccountingPeriod<>12,AccountingPeriod&""month period"",""year"")&"" are:"", LOWER(OwnerDescriptionSingular)&"" and ""&IF(Shareholder1Gender=""Female"",""her"",IF(Shareholder1Gender=""Male"",""his"",""its""))&"" interest at the end of the ""&IF(AccountingPeriod<>12,AccountingPeriod&""month period"",""year"")&"" is:""))",,
6C7AF55C,'[IFRS+ Financials.xlsx]Directors'!$D$242,,"'=IF(ShareHolder1<>"""", ShareHolder1, """")",,
BBC85CB6,'[IFRS+ Financials.xlsx]Directors'!$D$243,,"'=IF(ShareHolder2<>"""", ShareHolder2, """")",,
F92B2DD4,'[IFRS+ Financials.xlsx]Directors'!$D$244,,"'=IF(ShareHolder3<>"""", ShareHolder3, """")",,
FEFBA256,'[IFRS+ Financials.xlsx]Directors'!$D$245,,"'=IF(ShareHolder4<>"""", ShareHolder4, """")",,
2F9C043F,'[IFRS+ Financials.xlsx]Directors'!$D$246,,"'=IF(ShareHolder5<>"""", ShareHolder5, """")",,
B5698AF1,'[IFRS+ Financials.xlsx]Directors'!$D$247,,"'=IF(ShareHolder6<>"""", ShareHolder6, """")",,
4E13DF80,'[IFRS+ Financials.xlsx]Directors'!$D$248,,"'=IF(ShareHolder7<>"""", ShareHolder7, """")",,
E7A8B363,'[IFRS+ Financials.xlsx]Directors'!$D$249,,"'=IF(ShareHolder8<>"""", ShareHolder8, """")",,
9C3CFD3A,'[IFRS+ Financials.xlsx]Directors'!$D$250,,"'=IF(ShareHolder9<>"""", ShareHolder9, """")",,
0B9171A6,'[IFRS+ Financials.xlsx]Directors'!$D$251,,"'=IF(ShareHolder10<>"""", ShareHolder10, """")",,
5CCA562F,'[IFRS+ Financials.xlsx]Directors'!$D$252,,"'=IF(ShareHolder11<>"""", ShareHolder11, """")",,
E5169447,'[IFRS+ Financials.xlsx]Directors'!$D$253,,"'=IF(ShareHolder12<>"""", ShareHolder12, """")",,
FC19E1B6,'[IFRS+ Financials.xlsx]Directors'!$D$254,,"'=IF(ShareHolder13<>"""", ShareHolder13, """")",,
3F6A083F,'[IFRS+ Financials.xlsx]Directors'!$D$255,,"'=IF(ShareHolder14<>"""", ShareHolder14, """")",,
9B143239,'[IFRS+ Financials.xlsx]Directors'!$D$256,,"'=IF(ShareHolder15<>"""", ShareHolder15, """")",,
5C93C165,'[IFRS+ Financials.xlsx]Directors'!$D$257,,"'=IF(ShareHolder16<>"""", ShareHolder16, """")",,
6D054B81,'[IFRS+ Financials.xlsx]Directors'!$D$258,,"'=IF(ShareHolder17<>"""", ShareHolder17, """")",,
AEF4CDC9,'[IFRS+ Financials.xlsx]Directors'!$D$259,,"'=IF(ShareHolder18<>"""", ShareHolder18, """")",,
5F2B1A51,'[IFRS+ Financials.xlsx]Directors'!$D$260,,"'=IF(ShareHolder19<>"""", ShareHolder19, """")",,
8C5FA5A7,'[IFRS+ Financials.xlsx]Directors'!$D$261,,"'=IF(ShareHolder20<>"""", ShareHolder20, """")",,
A14C8049,'[IFRS+ Financials.xlsx]Directors'!$D$263,Holding company,,,
7F209EE5,'[IFRS+ Financials.xlsx]Directors'!$D$265,,"'=IF(IFERROR(ParentEnterprise,IFERROR(@HoldingCompany,0))=0,"""",IFERROR(ParentEnterprise,IFERROR(@HoldingCompany,"""")))",,
2AD038A2,'[IFRS+ Financials.xlsx]Directors'!$D$267,Ultimate parent,,,
CA70CFDB,'[IFRS+ Financials.xlsx]Directors'!$D$269,,"'=IF(UltimateParentEnterprise=0,"""",UltimateParentEnterprise)",,
B5CF3610,'[IFRS+ Financials.xlsx]Directors'!$D$271,Interest in subsidiaries,,,
FF591C55,'[IFRS+ Financials.xlsx]Directors'!$D$275,Interest in associates,,,
A93B8D85,'[IFRS+ Financials.xlsx]Directors'!$D$279,Interest in joint ventures,,,
E8CA2A72,'[IFRS+ Financials.xlsx]Directors'!$D$283,Non-current assets,,,
3CEEC4E1,'[IFRS+ Financials.xlsx]Directors'!$D$287,"Property, plant and equipment",,,
FBF337E3,'[IFRS+ Financials.xlsx]Directors'!$D$289,The additions for the current and prior financial year were as follows:,,,
6B2AC8F1,'[IFRS+ Financials.xlsx]Directors'!$D$291,Additions:,,,
2C8E43E6,'[IFRS+ Financials.xlsx]Directors'!$D$293,Land,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.010.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.010.000"",Link,0)))",,
B51C120E,'[IFRS+ Financials.xlsx]Directors'!$D$294,Buildings,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.015.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.015.000"",Link,0)))",,
4A7F1024,'[IFRS+ Financials.xlsx]Directors'!$D$295,Leasehold property,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.017.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.017.000"",Link,0)))",,
4BDBF67E,'[IFRS+ Financials.xlsx]Directors'!$D$296,Leasehold improvements,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.018.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.018.000"",Link,0)))",,
9E3FD5A4,'[IFRS+ Financials.xlsx]Directors'!$D$297,Machinery,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.020.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.020.000"",Link,0)))",,
F78BA6AE,'[IFRS+ Financials.xlsx]Directors'!$D$298,Motor vehicles,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.030.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.030.000"",Link,0)))",,
1E30053A,'[IFRS+ Financials.xlsx]Directors'!$D$299,Aircraft,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.034.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.034.000"",Link,0)))",,
F1A0B626,'[IFRS+ Financials.xlsx]Directors'!$D$300,Not in use,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.036.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.036.000"",Link,0)))",,
DF2AF166,'[IFRS+ Financials.xlsx]Directors'!$D$301,Fixtures and fittings,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.040.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.040.000"",Link,0)))",,
CE4372E2,'[IFRS+ Financials.xlsx]Directors'!$D$302,Office equipment,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.050.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.050.000"",Link,0)))",,
E87DA679,'[IFRS+ Financials.xlsx]Directors'!$D$303,Computer equipment,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.060.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.060.000"",Link,0)))",,
9B5D0E09,'[IFRS+ Financials.xlsx]Directors'!$D$304,Computer software,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.062.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.062.000"",Link,0)))",,
CB4B1A6D,'[IFRS+ Financials.xlsx]Directors'!$D$305,Construction in progress,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.080.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.080.000"",Link,0)))",,
BB4105CB,'[IFRS+ Financials.xlsx]Directors'!$D$306,"Property, plant and equipment under operating leases","'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.082.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.082.000"",Link,0)))",,
4B5ED334,'[IFRS+ Financials.xlsx]Directors'!$D$307,Other fixed asset,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.084.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.084.000"",Link,0)))",,
F76EE16E,'[IFRS+ Financials.xlsx]Directors'!$D$308,Other fixed asset 2,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.086.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.086.000"",Link,0)))",,
B8408CD2,'[IFRS+ Financials.xlsx]Directors'!$D$309,Other fixed asset 3,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.088.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.088.000"",Link,0)))",,
E3418FC1,'[IFRS+ Financials.xlsx]Directors'!$D$312,[Insert any other additional information],,,
2F964BEE,'[IFRS+ Financials.xlsx]Directors'!$D$314,Solvency and liquidity test,,,
FAC5D454,'[IFRS+ Financials.xlsx]Directors'!$D$316,Wording included below in terms of CIPC Notice 15 of 2021,,,
3D4885E5,'[IFRS+ Financials.xlsx]Directors'!$D$317,The director has performed the required solvency and liquidity tests required by the Companies Act of South Africa.,"'=""The ""&LOWER(Director_board)&Director_has_have&"" performed the required solvency and liquidity tests required by the Companies Act of South Africa.""",,
CFD70AB5,'[IFRS+ Financials.xlsx]Directors'!$D$319,Liquidity and solvency,,,
F2A2E5B5,'[IFRS+ Financials.xlsx]Directors'!$D$323,Independent Auditor,"'=IF(IFERROR(ReportAudit_Display,0)=1,""Independent ""&PROPER(Report_auditor_s),IF(IFERROR(ReportReview_Display,0)=1,""Independent ""&PROPER(Report_reviewer_s),IF(IFERROR(ReportOfficer_Display,0)=1,PROPER(Report_officer_s),PROPER(Report_compiler_s))))",,
7BB14AD1,'[IFRS+ Financials.xlsx]Directors'!$D$325,SK Practice was the independent auditor for the year under review.,"'=Auditors&"" ""&IF(IFERROR(ReportAudit_Display,0)=1,Report_were_was&"" the independent ""&Report_auditor_s,IF(IFERROR(ReportReview_Display,0)=1,Report_were_was&"" the independent ""&Report_reviewer_s,IF(IFERROR(ReportOfficer_Display,0)=1,Report_were_was&"" the ""&Report_officer_s,""compiled the ""&LOWER(AFS_Name))))&"" for the ""&Period_Year&"" under review.""",,
F8F52B76,'[IFRS+ Financials.xlsx]Directors'!$D$327,SK Practice was reappointed as the independent auditor of IFRS+AFRIKAANS.,"'=Auditors&"" ""&IF(IFERROR(ReportAudit_Display,0)=1,Report_were_was&"" reappointed as the independent ""&Report_auditor_s,IF(IFERROR(ReportReview_Display,0)=1,Report_were_was&"" reappointed as the independent ""&Report_reviewer_s,IF(IFERROR(ReportOfficer_Display,0)=1,Report_were_was&"" reappointed as the ""&Report_officer_s,Report_were_was&"" reappointed as the compilers"")))&"" of ""&CompanyName&"".""",,
B5333EB0,'[IFRS+ Financials.xlsx]Directors'!$D$329,0,'=AdditionalProfessionalsRole,,
2D441A31,'[IFRS+ Financials.xlsx]Directors'!$D$331, were the  for the year under review.,"'=AdditionalProfessionals&"" ""&AdditionalProfessionalsReport_were_was&"" the ""&AdditionalProfessionalsRole&"" for the ""&Period_Year&"" under review.""",,
C72A2F77,'[IFRS+ Financials.xlsx]Directors'!$D$333, were reappointed as of IFRS+AFRIKAANS.,"'=AdditionalProfessionals&"" ""&AdditionalProfessionalsReport_were_was&"" reappointed as""&AdditionalProfessionalsRole&"" of ""&CompanyName&"".""",,
4C8EE650,'[IFRS+ Financials.xlsx]Directors'!$D$335,Managing Agent,,,
